AD,PS,BE,CDU,PAN,LIVRE,IL,Chega
96,68,7,5,1,4,9,40
94,74,7,5,1,3,9,37
97,72,6,5,1,3,9,37
94,71,5,5,1,3,9,42
93,75,7,5,1,3,9,37
100,62,8,5,1,3,9,42
93,70,8,5,0,3,8,43
93,70,6,5,1,3,9,43
93,75,7,3,1,3,11,37
95,74,5,3,1,3,11,38
94,72,8,5,1,3,10,37
95,74,5,5,1,3,10,37
91,72,8,4,1,3,9,42
100,66,8,4,1,3,9,39
99,68,8,4,1,3,11,36
94,75,5,5,0,5,9,37
93,75,8,5,0,4,9,36
93,75,9,2,1,4,9,37
94,70,5,3,1,3,11,43
96,68,8,5,1,3,11,38
91,75,7,4,1,3,9,40
95,73,6,5,1,3,9,38
93,75,7,3,1,3,11,37
101,65,6,5,1,3,9,40
95,70,8,4,1,3,10,39
95,74,6,3,1,3,9,39
99,73,5,5,1,3,9,35
94,74,7,5,1,3,9,37
94,72,8,5,1,3,10,37
92,75,7,5,1,3,9,38
94,72,8,3,1,3,12,37
96,72,7,4,1,3,9,38
93,69,7,5,1,3,9,43
99,67,8,5,1,3,9,38
93,74,6,5,1,3,9,39
92,75,8,4,1,3,8,39
95,73,6,5,1,3,9,38
94,72,8,5,1,3,9,38
97,73,6,3,0,3,9,39
93,75,7,3,1,3,9,39
95,75,5,5,1,3,9,37
94,74,7,5,1,3,9,37
92,75,8,4,1,3,9,38
100,67,6,5,1,3,9,39
91,72,8,4,1,3,9,42
98,67,8,5,1,3,9,39
94,74,5,5,1,3,11,37
94,72,7,5,1,3,11,37
97,68,6,5,1,3,12,38
94,75,7,4,1,3,9,37
93,71,7,4,1,3,9,42
95,73,7,3,1,3,9,39
92,74,8,5,0,3,9,39
97,67,7,4,1,3,9,42
94,70,8,5,1,3,9,40
91,72,7,3,1,3,11,42
97,75,7,4,1,3,8,35
93,72,9,5,1,3,10,37
91,71,7,5,1,3,10,42
95,74,5,5,0,3,11,37
97,69,6,5,1,3,9,40
94,70,7,5,1,3,9,41
95,71,7,5,1,3,11,37
93,74,7,5,1,3,9,38
98,63,9,3,1,3,11,42
93,73,5,5,0,3,9,42
93,72,7,3,1,3,9,42
98,69,7,5,1,3,10,37
97,69,7,3,1,3,10,40
91,74,7,5,1,3,10,39
96,74,5,5,1,3,9,37
94,70,7,4,1,3,12,39
92,73,7,4,1,3,11,39
93,75,7,5,1,3,9,37
92,75,8,4,0,3,9,39
95,71,7,4,1,3,12,37
94,74,5,5,1,3,9,39
94,71,7,5,1,3,12,37
99,69,7,5,0,3,10,37
93,71,7,5,1,3,9,41
94,70,7,5,1,3,9,41
93,75,6,4,1,3,11,37
93,71,7,5,1,3,9,41
94,71,8,5,1,4,9,38
99,73,6,5,0,3,9,35
92,74,5,5,1,3,9,41
92,73,7,3,1,3,9,42
99,69,6,5,0,3,12,36
94,71,7,4,1,3,11,39
94,72,8,5,0,6,9,36
97,68,6,5,1,3,12,38
91,75,8,4,1,3,9,39
94,73,8,5,1,3,9,37
92,71,9,5,0,3,9,41
91,75,8,4,1,3,9,39
93,73,8,4,1,3,9,39
93,75,8,3,1,3,10,37
93,73,7,5,1,3,9,39
97,72,6,5,1,3,9,37
97,68,7,5,1,3,9,40
92,71,7,5,1,3,11,40
99,72,8,5,1,3,9,33
91,69,7,5,1,3,10,44
94,71,8,4,1,3,9,40
91,72,7,5,1,3,9,42
98,66,8,5,1,3,12,37
93,71,7,4,1,3,10,41
94,76,8,3,0,3,9,37
91,70,7,4,1,3,12,42
91,76,7,5,1,3,9,38
98,64,8,3,1,4,9,43
97,68,8,5,1,3,9,39
95,73,6,5,1,3,10,37
92,75,7,4,1,3,9,39
91,75,8,4,0,3,9,40
99,70,8,5,1,3,9,35
94,69,7,5,1,3,9,42
93,71,7,5,1,3,9,41
99,69,5,4,1,3,9,40
95,72,6,5,1,3,10,38
91,71,7,5,1,3,9,43
93,71,7,4,1,3,12,39
93,69,8,5,1,3,10,41
94,72,8,5,1,3,9,38
95,73,6,5,1,3,9,38
91,71,7,5,1,3,10,42
96,74,6,4,1,3,9,37
93,73,7,3,1,3,9,41
98,70,5,4,1,3,9,40
93,75,5,3,1,4,9,40
102,64,7,3,1,4,10,39
93,71,10,3,1,3,9,40
94,74,6,2,0,5,9,40
92,71,8,5,1,3,9,41
100,68,6,2,1,3,9,41
91,74,7,4,2,3,9,40
96,73,6,5,1,3,9,37
94,73,8,5,1,3,8,38
100,66,8,4,1,3,9,39
91,69,6,5,1,3,12,43
91,73,7,4,1,3,9,42
92,74,7,4,1,3,12,37
95,75,5,5,1,3,9,37
95,74,7,5,1,4,9,35
91,73,7,4,1,3,12,39
93,72,7,5,1,3,8,41
95,74,5,5,0,3,9,39
95,73,6,3,2,4,9,38
94,71,5,5,1,3,9,42
94,72,8,5,1,3,9,38
91,74,7,4,1,3,9,41
96,73,6,4,1,3,9,38
93,73,8,4,1,3,9,39
96,65,7,5,1,3,9,44
93,73,7,5,1,3,9,39
94,71,5,3,1,3,11,42
92,69,7,5,0,5,9,43
94,73,7,5,1,3,10,37
94,71,5,5,1,3,9,42
95,70,6,5,1,3,9,41
90,75,7,5,1,3,9,40
97,72,8,2,1,3,9,38
91,72,7,5,1,3,9,42
93,71,8,3,1,3,10,41
94,71,7,5,1,3,12,37
93,70,8,3,1,3,9,43
94,73,7,5,0,3,10,38
94,74,5,5,0,3,9,40
93,68,7,5,1,3,9,44
94,71,8,4,1,3,10,39
92,73,7,3,0,3,11,41
96,72,6,4,0,3,9,40
91,75,8,4,1,3,9,39
92,73,8,3,0,3,9,42
90,75,7,5,1,3,11,38
95,70,8,5,1,3,11,37
93,73,7,4,1,3,10,39
100,69,8,2,1,3,9,38
91,74,7,5,1,3,9,40
94,73,7,5,0,3,11,37
92,71,7,5,1,3,9,42
92,71,7,5,1,3,9,42
98,69,8,4,1,3,9,38
94,73,7,5,1,3,9,38
91,73,8,4,0,3,9,42
93,75,5,4,1,3,9,40
95,73,7,4,1,3,9,38
94,74,7,3,1,3,11,37
93,73,7,5,2,3,9,38
92,75,7,5,1,3,9,38
93,68,8,5,0,3,9,44
95,72,6,4,2,3,11,37
95,73,6,5,0,3,10,38
92,71,8,5,1,3,9,41
101,66,6,4,1,3,9,40
90,75,8,5,0,3,10,39
91,74,7,5,1,3,11,38
98,74,6,4,1,3,9,35
91,74,7,4,1,3,9,41
95,75,5,5,1,3,9,37
90,72,8,5,1,3,11,40
93,68,7,3,1,3,12,43
96,69,7,5,1,3,9,40
92,73,5,5,1,3,9,42
92,71,9,5,1,3,9,40
96,70,6,4,1,3,10,40
95,73,6,5,0,6,9,36
93,69,6,4,0,3,12,43
94,73,7,5,1,3,9,38
94,71,8,4,0,3,9,41
94,72,7,5,1,3,11,37
91,71,8,5,1,3,9,42
91,74,7,5,1,3,9,40
95,75,5,4,1,3,9,38
94,73,8,5,0,3,9,38
100,71,6,2,1,3,9,38
91,74,6,5,1,3,11,39
95,70,8,5,0,3,12,37
95,73,6,5,1,3,9,38
101,69,6,5,0,3,10,36
92,71,8,5,1,3,9,41
95,72,5,2,1,4,9,42
93,71,7,5,1,3,9,41
97,70,6,5,1,4,12,35
91,71,8,5,1,3,9,42
92,71,8,4,1,3,10,41
97,69,8,4,1,3,9,39
97,70,8,5,1,3,9,37
92,75,8,3,1,3,11,37
94,74,7,5,0,3,9,38
92,73,7,4,0,3,9,42
93,71,8,5,0,3,9,41
90,75,7,4,1,3,11,39
96,67,7,4,1,3,11,41
93,74,7,3,1,3,9,40
93,74,6,3,0,3,11,40
94,72,8,5,1,3,10,37
95,73,7,2,1,3,11,38
97,69,6,5,1,3,9,40
96,71,6,4,1,3,12,37
93,71,8,5,1,3,9,40
95,72,8,4,1,3,10,37
93,72,8,5,1,3,9,39
94,73,7,3,1,3,11,38
93,72,7,5,0,3,9,41
96,69,8,5,1,3,9,39
95,73,5,4,1,3,11,38
100,66,7,5,1,3,9,39
97,67,8,3,1,3,12,39
95,72,7,4,1,3,11,37
95,75,5,5,1,3,9,37
101,65,7,2,1,3,9,42
94,71,8,3,0,3,11,40
96,65,5,5,0,3,12,44
94,72,8,5,1,3,9,38
97,69,6,5,1,3,9,40
91,74,8,5,1,3,9,39
97,68,8,5,1,3,9,39
95,72,5,3,1,3,9,42
95,66,8,5,1,3,9,43
95,73,7,5,1,3,9,37
93,75,7,4,1,3,9,38
91,73,8,5,0,3,9,41
98,70,8,5,1,3,9,36
91,71,8,5,1,3,9,42
91,75,8,3,1,3,9,40
93,70,8,3,1,3,9,43
93,75,8,5,0,3,9,37
99,73,6,5,0,3,9,35
93,73,7,5,1,3,9,39
95,69,5,5,1,3,9,43
90,74,7,5,1,3,8,42
93,71,7,5,1,3,9,41
100,74,7,3,1,3,9,33
95,68,5,4,1,3,11,43
96,72,7,5,1,3,9,37
97,73,6,3,1,3,9,38
94,71,8,3,1,3,12,38
94,73,5,3,1,3,10,41
94,71,8,3,1,3,9,41
93,70,7,4,1,3,12,40
98,71,8,5,1,3,9,35
95,72,6,4,1,3,11,38
92,73,7,5,1,3,9,40
100,64,7,5,1,3,9,41
95,71,7,4,1,3,9,40
96,70,7,4,1,3,12,37
95,70,8,5,1,3,9,39
91,72,8,5,1,3,9,41
91,70,7,5,1,3,12,41
95,73,5,5,1,3,11,37
95,74,5,5,1,3,10,37
94,72,7,5,1,3,10,38
94,74,7,4,0,3,9,39
92,75,5,4,1,3,9,41
93,70,6,5,1,3,9,43
101,63,8,5,1,3,11,38
94,71,5,5,1,3,9,42
93,72,8,5,1,3,11,37
95,70,5,4,1,3,10,42
95,67,7,5,1,3,12,40
91,76,8,3,0,3,9,40
90,72,8,5,1,3,9,42
93,73,5,5,0,3,9,42
92,72,8,4,1,3,11,39
92,71,8,5,1,3,9,41
91,76,9,5,0,3,9,37
98,69,7,5,2,3,9,37
96,72,7,5,1,3,9,37
94,72,8,5,1,3,9,38
93,71,8,5,1,3,9,40
91,74,8,5,1,3,9,39
89,75,7,4,1,3,8,43
90,75,7,5,1,3,9,40
93,75,7,5,1,3,9,37
95,75,5,5,1,3,9,37
92,70,7,5,1,3,9,43
95,71,6,5,1,3,9,40
93,73,8,5,0,3,9,39
92,74,8,5,2,3,9,37
91,75,9,4,1,3,9,38
93,72,8,5,1,3,9,39
94,70,8,5,1,3,9,40
92,73,5,5,1,3,9,42
92,75,10,4,0,3,9,37
93,71,7,5,1,3,9,41
96,74,5,5,1,3,9,37
93,72,5,5,0,3,9,43
93,71,7,5,1,3,9,41
96,70,5,5,1,3,9,41
96,72,7,5,1,3,9,37
91,73,7,5,1,3,9,41
100,71,5,4,1,3,9,37
99,67,6,5,1,3,11,38
94,73,8,5,1,4,9,36
96,74,5,4,1,3,9,38
96,73,5,4,0,3,9,40
93,75,7,5,1,3,9,37
92,73,7,3,1,3,9,42
100,72,6,5,0,3,9,35
95,72,8,5,1,3,9,37
101,67,7,5,0,3,10,37
93,75,7,5,1,3,9,37
96,66,5,5,0,3,11,44
91,74,7,5,0,3,10,40
97,68,8,3,2,3,9,40
100,70,6,5,1,3,9,36
95,71,6,5,1,3,12,37
94,73,7,5,1,3,9,38
92,71,8,5,1,3,9,41
94,70,5,5,1,4,9,42
91,74,7,5,1,3,9,40
96,68,5,4,2,3,9,43
92,71,8,5,1,3,10,40
92,75,8,5,1,3,9,37
92,73,5,5,1,3,9,42
94,71,7,4,1,3,8,42
95,72,9,5,0,3,9,37
92,72,7,5,1,3,8,42
93,70,7,5,1,3,9,42
95,75,5,5,1,3,9,37
95,71,5,4,1,3,9,42
93,75,8,3,1,3,10,37
98,69,6,5,0,3,9,40
94,71,8,5,1,3,9,39
97,73,7,5,1,3,9,35
96,71,8,4,1,3,9,38
92,75,7,3,1,3,9,40
100,67,5,5,0,4,10,39
93,70,7,5,1,3,11,40
91,71,8,5,1,3,9,42
91,75,8,5,1,3,8,39
91,74,7,5,1,3,9,40
97,66,8,4,1,3,9,42
92,70,7,5,1,4,9,42
97,68,7,5,1,3,9,40
92,73,7,3,1,3,9,42
94,71,5,5,1,3,9,42
92,71,8,5,1,3,10,40
95,72,6,4,0,3,9,41
93,75,7,4,1,3,9,38
91,74,7,3,1,4,11,39
97,72,6,5,1,3,9,37
97,64,5,5,1,4,10,44
96,71,6,4,1,3,9,40
91,70,7,4,1,3,12,42
94,70,8,5,1,3,9,40
90,70,9,5,1,3,10,42
95,74,5,5,1,3,9,38
93,73,7,3,1,3,9,41
94,73,8,5,0,3,10,37
95,71,8,4,1,3,10,38
92,74,7,3,1,3,9,41
96,68,5,5,1,3,9,43
94,71,7,5,1,3,12,37
94,72,8,5,2,3,9,37
95,69,6,3,1,3,12,41
99,63,7,5,1,3,8,44
92,70,8,5,0,3,9,43
101,68,6,4,1,3,9,38
91,74,6,5,1,3,11,39
97,71,5,2,1,3,9,42
95,73,6,5,1,3,9,38
91,73,7,4,1,3,9,42
94,71,5,5,1,3,9,42
94,75,7,5,1,3,8,37
95,71,5,4,1,3,9,42
94,70,8,2,2,4,9,41
95,72,8,4,1,3,9,38
96,70,6,5,1,3,9,40
95,72,8,5,1,3,9,37
94,74,7,4,1,3,9,38
95,70,8,3,1,3,9,41
91,73,7,4,1,3,12,39
91,75,5,5,1,3,9,41
95,75,5,3,1,3,11,37
95,74,5,5,1,3,9,38
92,71,8,5,1,3,9,41
92,66,7,5,1,4,12,43
97,69,7,4,1,3,9,40
93,72,8,5,1,3,9,39
90,74,7,5,1,3,10,40
92,75,7,2,1,4,9,40
92,71,8,5,0,3,9,42
90,75,8,5,1,3,10,38
96,69,8,4,1,3,10,39
95,74,5,4,1,3,10,38
97,72,5,5,1,3,9,38
93,71,8,5,0,3,9,41
91,74,7,4,0,3,11,40
91,75,8,5,1,3,9,38
100,66,7,5,1,3,9,39
93,70,8,4,0,3,12,40
93,68,8,3,1,3,11,43
96,70,9,5,1,3,9,37
93,72,7,4,1,3,9,41
95,72,6,3,1,3,9,41
91,75,8,4,1,3,10,38
93,73,7,5,1,3,9,39
91,75,7,4,1,3,9,40
94,75,6,5,1,4,9,36
94,74,7,5,1,3,9,37
100,65,8,4,0,3,9,41
92,73,5,5,1,3,9,42
94,70,5,5,1,3,9,43
94,73,7,5,1,3,9,38
90,75,7,5,1,3,9,40
92,74,9,5,0,3,9,38
92,72,7,3,0,5,9,42
93,71,8,5,0,3,9,41
95,69,8,5,1,4,9,39
95,73,7,5,1,3,9,37
94,75,5,3,1,3,9,40
91,74,8,5,1,3,9,39
94,69,7,5,1,3,10,41
93,71,7,5,1,3,9,41
94,73,7,5,0,3,9,39
90,74,7,5,1,3,11,39
98,73,5,5,0,3,9,37
94,75,5,3,1,3,10,39
92,72,7,5,0,3,9,42
96,73,6,4,1,3,9,38
95,72,8,4,1,3,9,38
90,75,7,5,1,3,9,40
91,70,8,5,1,3,9,43
95,75,5,4,1,3,9,38
94,75,8,4,1,3,8,37
92,70,7,4,1,3,10,43
95,73,8,5,1,3,8,37
91,71,8,4,0,3,11,42
97,69,5,4,1,3,9,42
94,74,5,5,0,3,11,38
94,69,8,3,1,3,9,43
91,71,8,5,1,3,9,42
96,70,8,5,1,3,10,37
96,71,8,5,1,3,9,37
100,67,8,4,1,3,10,37
98,69,5,4,1,3,9,41
93,75,7,5,1,3,9,37
101,65,7,5,0,3,7,42
93,75,7,5,1,4,9,36
94,72,5,5,0,3,9,42
94,67,5,5,1,3,12,43
94,75,6,5,1,3,9,37
91,72,7,5,1,3,9,42
94,74,5,2,0,4,11,40
95,75,5,4,1,3,9,38
94,70,8,5,1,3,9,40
90,75,8,5,1,3,9,39
91,75,8,4,1,3,9,39
97,67,7,4,1,3,12,39
92,72,8,5,0,3,9,41
101,68,8,5,0,3,9,36
93,74,7,5,1,3,8,39
92,72,8,3,1,3,9,42
94,72,5,3,0,3,11,42
94,70,8,5,1,3,8,41
95,74,5,5,0,3,9,39
91,70,8,5,1,3,9,43
90,73,7,5,1,3,10,41
95,71,5,4,1,3,9,42
95,75,5,5,1,3,9,37
90,75,7,5,1,3,11,38
94,71,8,4,1,3,9,40
94,71,7,5,1,3,9,40
95,72,5,5,1,3,12,37
95,69,6,5,1,4,9,41
94,72,7,5,0,4,12,36
94,70,8,5,0,3,9,41
93,69,8,5,0,3,9,43
96,70,8,4,1,3,9,39
91,73,7,5,1,3,9,41
94,74,7,5,0,3,8,39
91,72,7,5,1,3,9,42
94,71,5,5,1,3,9,42
93,74,5,4,1,3,11,39
92,71,7,5,0,3,9,43
93,71,7,5,1,3,9,41
96,65,7,5,1,3,11,42
95,70,7,5,1,3,9,40
94,70,5,5,1,3,9,43
96,73,6,5,1,3,9,37
92,67,8,5,1,4,9,44
96,69,7,5,1,3,9,40
91,71,8,5,1,3,9,42
97,71,8,5,0,4,10,35
92,75,7,4,1,3,9,39
90,75,7,5,1,3,11,38
99,73,5,5,1,3,9,35
92,71,7,5,1,3,9,42
91,75,9,4,1,3,10,37
91,74,7,5,1,3,9,40
91,75,9,5,1,3,9,37
94,72,7,5,1,6,9,36
93,71,5,5,0,3,11,42
94,73,7,5,1,3,9,38
96,69,8,5,1,3,9,39
93,69,7,5,1,3,9,43
97,70,8,5,1,3,9,37
95,75,5,5,1,3,9,37
94,72,7,5,1,3,11,37
93,75,8,5,1,4,8,36
92,71,8,5,0,3,9,42
91,72,7,5,1,3,9,42
92,74,7,5,1,3,9,39
94,72,8,5,1,3,9,38
92,74,9,5,0,3,10,37
95,72,6,5,1,3,9,39
93,71,9,5,0,3,9,40
91,74,8,4,1,3,9,40
94,73,8,3,1,3,11,37
92,70,8,4,1,3,9,43
94,70,5,5,1,3,9,43
94,74,7,5,1,3,9,37
95,69,8,5,1,3,8,41
94,73,7,5,1,3,9,38
94,74,8,3,1,3,10,37
92,75,7,4,1,3,9,39
94,72,8,4,2,3,9,38
93,75,7,4,0,3,9,39
94,73,8,5,1,4,9,36
93,75,7,3,1,3,11,37
95,70,7,5,1,3,9,40
91,75,8,3,1,3,11,38
97,69,5,5,1,3,9,41
91,75,8,3,1,3,9,40
90,70,8,5,1,3,11,42
92,74,7,5,1,3,11,37
92,74,7,5,1,6,9,36
100,70,6,5,1,3,9,36
92,70,7,4,2,3,9,43
96,69,7,5,1,3,12,37
91,72,7,5,1,3,9,42
92,75,8,3,0,3,9,40
92,75,7,3,1,3,9,40
90,73,7,5,1,3,9,42
93,71,7,5,1,3,9,41
95,68,7,4,1,3,11,41
101,64,8,5,1,3,8,40
100,64,7,4,1,3,12,39
93,70,8,4,0,3,11,41
100,70,6,5,1,3,9,36
93,74,6,5,1,3,11,37
93,71,7,5,1,3,10,40
95,71,8,3,1,3,12,37
92,75,7,3,1,3,9,40
91,74,8,5,1,3,9,39
92,72,9,4,1,3,12,37
94,73,7,5,1,3,9,38
93,71,7,4,1,3,10,41
93,73,8,5,0,3,9,39
101,65,5,3,1,6,9,40
98,71,8,5,1,3,9,35
92,74,7,5,1,3,9,39
94,72,7,3,1,3,8,42
90,74,6,5,1,3,9,42
95,75,5,3,1,3,9,39
93,70,7,4,1,4,10,41
95,72,8,4,1,3,9,38
91,74,8,5,1,3,9,39
91,72,8,3,1,3,11,41
96,70,7,4,1,3,9,40
98,69,6,4,1,3,9,40
94,72,7,5,1,3,9,39
99,69,8,5,1,3,9,36
94,72,8,5,1,3,10,37
94,70,7,4,1,3,10,41
92,74,7,5,1,3,9,39
95,70,8,5,1,4,11,36
93,70,6,5,1,3,12,40
94,72,8,3,1,3,11,38
93,72,8,5,1,3,11,37
96,71,8,5,1,3,9,37
92,75,8,5,1,3,9,37
97,70,8,4,1,3,9,38
100,72,6,2,1,3,9,37
94,74,7,4,1,3,9,38
93,74,5,3,1,3,9,42
96,68,7,5,2,3,9,40
95,70,8,5,0,3,12,37
99,69,6,4,1,3,9,39
95,75,8,3,1,3,8,37
95,70,7,5,1,3,9,40
96,68,8,4,0,3,8,43
94,74,5,3,1,3,8,42
93,68,8,4,2,3,8,44
94,71,8,4,1,3,10,39
95,70,8,5,0,3,10,39
90,70,8,5,1,3,12,41
95,74,5,5,1,3,9,38
92,75,8,5,1,3,9,37
94,70,8,4,1,3,12,38
91,69,7,4,1,3,12,43
97,68,7,5,1,3,9,40
91,72,7,5,1,3,9,42
99,64,8,4,1,4,9,41
91,74,8,5,1,3,9,39
95,73,8,5,1,3,8,37
93,71,8,5,1,6,9,37
91,72,7,5,1,3,9,42
90,75,7,5,1,3,9,40
93,74,7,3,1,3,11,38
100,70,6,3,1,3,9,38
90,71,7,5,1,3,9,44
91,74,8,5,0,3,9,40
97,71,8,4,0,3,9,38
94,76,5,3,1,3,9,39
95,75,5,5,1,3,9,37
96,73,6,5,1,3,9,37
95,71,6,4,1,3,10,40
97,69,6,5,1,3,8,41
96,68,7,4,1,3,12,39
94,72,8,5,2,3,9,37
91,75,7,4,1,3,8,41
91,71,9,5,1,3,9,41
92,75,5,5,1,3,9,40
94,72,7,3,1,3,9,41
98,73,6,2,2,3,9,37
93,71,8,5,1,3,9,40
95,73,6,5,1,3,9,38
93,71,7,5,1,3,10,40
93,71,8,5,1,3,8,41
91,74,9,5,1,3,10,37
95,69,6,4,1,3,11,41
92,70,8,4,0,3,9,44
93,72,8,4,0,3,9,41
101,69,6,3,1,3,9,38
95,72,8,3,1,3,11,37
100,70,6,5,0,3,9,37
95,74,5,5,1,3,9,38
94,69,8,4,0,3,9,43
92,74,7,5,1,3,10,38
93,74,5,5,1,3,11,38
95,73,7,3,1,3,11,37
91,74,7,5,1,3,11,38
91,75,9,5,1,3,9,37
95,71,10,4,2,3,9,36
97,66,7,5,1,3,12,39
94,70,7,5,1,3,9,41
93,71,8,5,1,3,9,40
94,72,8,5,1,3,9,38
91,72,8,5,0,3,9,42
98,71,5,5,1,3,9,38
96,73,6,4,0,3,9,39
91,75,8,5,1,3,9,38
91,74,8,5,1,3,9,39
94,73,7,5,1,3,9,38
96,69,8,4,0,3,9,41
94,70,7,5,0,3,10,41
94,73,7,5,1,3,9,38
97,68,6,5,0,3,12,39
92,70,7,4,0,3,12,42
92,72,7,5,1,3,9,41
93,75,7,5,1,4,9,36
91,73,7,3,1,3,11,41
94,73,6,5,1,3,9,39
93,74,8,5,1,3,9,37
94,70,8,5,0,3,9,41
96,69,7,5,1,3,9,40
92,75,8,4,0,3,9,39
94,75,5,4,0,3,9,40
99,69,6,2,2,3,9,40
95,72,6,5,0,3,9,40
95,71,6,5,1,4,12,36
97,69,6,5,1,3,9,40
94,71,5,5,1,3,9,42
93,75,7,4,1,3,9,38
93,73,5,5,1,3,9,41
98,66,8,5,1,3,9,40
90,71,7,5,1,3,11,42
93,75,7,5,1,3,9,37
93,71,7,5,1,3,9,41
97,69,6,5,1,3,10,39
97,69,5,5,1,3,9,41
97,71,8,5,0,3,9,37
90,71,7,5,1,3,11,42
93,71,8,5,1,3,9,40
94,72,8,5,1,4,9,37
97,72,8,2,1,3,10,37
93,71,7,5,1,3,8,42
95,76,8,3,0,3,8,37
94,72,7,3,1,3,11,39
95,74,6,5,1,3,8,38
94,75,6,5,1,3,9,37
94,71,5,5,1,3,9,42
94,72,8,5,1,3,10,37
98,71,7,2,1,3,12,36
97,73,5,5,1,3,9,37
97,65,5,5,1,3,12,42
98,68,7,4,1,3,9,40
92,73,8,5,0,3,8,41
96,69,8,5,1,3,9,39
97,66,8,5,0,3,12,39
91,70,8,5,1,3,9,43
95,73,7,3,1,3,9,39
94,71,6,5,1,3,9,41
98,66,8,5,1,3,9,40
95,73,7,5,1,3,9,37
93,71,7,2,1,6,9,41
92,74,5,4,1,3,9,42
92,72,8,3,0,3,9,43
94,72,7,3,1,3,12,38
101,62,7,5,1,3,9,42
90,75,8,5,1,3,9,39
91,74,7,5,1,3,11,38
96,71,6,2,1,3,9,42
91,70,8,5,1,3,9,43
93,72,9,5,1,3,9,38
96,70,8,5,2,3,9,37
95,73,8,4,0,3,9,38
93,71,7,5,1,3,8,42
93,71,8,4,1,3,9,41
98,70,7,4,1,3,9,38
96,68,5,5,1,3,9,43
100,65,5,5,1,3,9,42
96,69,5,4,1,3,9,43
94,74,7,4,1,3,10,37
91,72,7,5,1,3,9,42
92,70,7,3,1,4,12,41
93,71,7,5,1,3,9,41
95,73,7,4,1,3,9,38
92,73,5,5,1,3,9,42
97,75,7,5,1,3,9,33
93,74,5,4,1,3,11,39
94,72,8,5,1,3,9,38
94,72,8,5,1,3,9,38
93,71,7,5,1,3,9,41
98,70,7,5,1,3,9,37
90,74,7,5,1,6,9,38
93,75,7,4,1,3,9,38
101,65,7,4,1,3,9,40
95,74,5,5,1,3,9,38
94,71,5,5,1,3,9,42
96,69,8,5,1,3,9,39
95,73,7,4,0,3,9,39
93,69,8,5,0,3,9,43
91,72,7,5,1,3,9,42
94,71,8,3,1,3,9,41
92,72,7,5,1,3,9,41
93,71,7,5,1,3,9,41
91,74,8,5,1,3,9,39
93,72,8,5,1,3,9,39
93,74,7,5,1,3,8,39
93,76,5,3,1,3,10,39
98,72,5,4,1,3,9,38
95,68,7,5,1,3,9,42
92,72,7,5,1,3,9,41
91,73,8,5,1,4,9,39
93,71,8,5,0,3,9,41
93,67,8,5,1,3,9,44
98,69,8,5,1,3,9,37
95,75,5,5,1,3,9,37
98,69,8,5,1,3,9,37
95,73,7,4,1,3,9,38
100,67,8,5,1,3,9,37
95,75,5,5,1,3,9,37
90,75,7,5,1,3,9,40
91,71,7,5,1,3,9,43
92,73,7,3,1,3,9,42
94,72,8,5,1,3,9,38
92,70,8,5,0,3,9,43
93,72,8,5,1,3,9,39
92,75,7,4,0,3,9,40
93,74,5,4,1,3,11,39
96,74,6,4,1,3,9,37
93,75,8,3,1,3,9,38
96,71,8,4,1,3,9,38
94,74,8,5,0,3,8,38
95,72,8,4,1,3,9,38
94,72,8,5,0,3,11,37
95,74,6,5,1,3,9,37
93,69,8,5,2,3,8,42
92,70,7,5,1,3,9,43
91,72,7,5,1,3,9,42
94,75,5,5,1,3,9,38
93,75,8,3,1,3,9,38
92,71,7,5,1,3,10,41
95,74,5,5,1,3,9,38
91,72,7,5,1,3,9,42
97,68,6,5,1,3,12,38
99,70,6,5,1,3,9,37
93,70,7,5,1,3,9,42
92,73,5,5,1,3,9,42
94,71,8,4,1,3,9,40
94,74,8,4,0,3,9,38
97,66,8,3,0,3,10,43
93,69,5,5,1,3,12,42
91,75,8,3,1,3,11,38
93,72,9,5,1,3,9,38
93,71,8,5,1,4,9,39
94,70,8,5,1,3,9,40
94,72,8,5,1,3,9,38
98,69,7,4,0,3,9,40
91,74,8,3,1,3,9,41
92,69,8,5,1,3,9,43
92,71,7,5,1,3,9,42
90,74,7,5,1,3,11,39
97,73,6,5,0,3,9,37
96,75,5,5,1,3,9,36
95,68,5,4,0,3,12,43
94,73,5,3,1,3,13,38
95,68,7,4,1,3,9,43
91,75,7,5,1,3,10,38
91,70,8,5,1,3,9,43
91,69,7,5,1,3,12,42
94,73,7,5,0,3,9,39
97,74,7,5,1,3,8,35
95,71,7,4,0,3,9,41
97,68,8,5,1,3,9,39
97,70,8,5,1,3,9,37
93,71,7,5,1,3,9,41
93,74,7,5,1,3,9,38
90,70,9,5,1,3,12,40
92,75,7,3,1,3,9,40
94,74,7,2,0,5,11,37
91,70,8,5,1,3,9,43
95,72,8,5,0,3,9,38
94,71,7,4,1,3,9,41
94,70,7,5,1,3,9,41
93,75,8,5,0,3,8,38
97,70,8,5,1,3,9,37
94,73,5,5,1,3,10,39
95,63,7,5,1,3,12,44
97,66,7,5,1,3,8,43
95,72,8,5,0,3,9,38
97,68,5,4,1,3,12,40
94,75,7,5,1,3,8,37
94,75,7,3,0,3,9,39
91,72,7,4,2,3,9,42
96,69,7,5,1,3,9,40
95,72,8,4,1,3,9,38
94,72,8,5,1,3,9,38
94,74,7,3,1,3,9,39
